Institucio,Campana,Ubicacion,Direccion,lon,lat
,VIDRIO,ZONA DE RECICLAJE (PLAZA BOGOTA),LIRA / SARGENTO ALDEA,-70.633651,-33.466848
,VIDRIO,ZONA DE RECICLAJE (PLAZA BRASIL),HUERFANOS / BRASIL,-70.665024,-33.441064
,VIDRIO,ZONA DE RECICLAJE (PLAZA PANAMA),MARTINEZ DE ROZAS / MATURANA,-70.668285,-33.434216
,VIDRIO,ZONA DE RECICLAJE (PLAZA SANTA ANA),CATEDRAL / SAN MARTIN,-70.658243,-33.438117
,VIDRIO,ZONA DE RECICLAJE (PLAZA YARUR),PEDRO MONTT / FLORENCIO BAHAMONDES,-70.667909,-33.473892
,VIDRIO,ZONA DE RECICLAJE (PLAZA YUNGAY),STO DOMINGO 2706,-70.673601,-33.438088
,VIDRIO,VIA PUBLICA,CHACABUCO / CHANARCILLO,-70.679636,-33.430302
,VIDRIO,VIA PUBLICA,ARAUCO / TOCORNAL,-70.634574,-33.471252
,VIDRIO,VIA PUBLICA,HERRERA / ATACAMA,-70.67845,-33.43154
,VIDRIO,VIA PUBLICA,CONFERENCIA / FRAY LUIS DE LA PENA,-70.675097,-33.463005
,VIDRIO,VIA PUBLICA,CONCHA CASTILLO / JUAN NEPOMUCENO ESPEJO,-70.672271,-33.472686
,VIDRIO,VIA PUBLICA,PORVENIR / ARTURO PRAT,-70.647546,-33.457749
,VIDRIO,VIA PUBLICA,EJERCITO LIBERTADOR / GAY,-70.660073,-33.454269
,DIARIO Y PAPEL,CONDOMINIO DOW TO,NUEVA SAN MARTIN,-70.656558,-33.443309
,DIARIO Y PAPEL,CONDOMINIO EUROPLAZA CONTENEDOR,GENERAL MACKENNA 625,-70.646256,-33.434548
,DIARIO Y PAPEL,VIA PUBLICA,SAN IGNACIO / SANTA VICTORIA,-70.6544,-33.464177
,DIARIO Y PAPEL,VIA PUBLICA,CUETO / PORTUGAL,-70.671481,-33.442909
,DIARIO Y PAPEL,ZONA DE RECICLAJE (PLAZA MANUEL RODRIGUEZ),ALMIRANTE LATORRE 2159,-70.664999,-33.45156
,VIDRIO,FRENTE UNIVERSIDAD ALBERTO HURTADO,GENERAL JOFRE / TOCORNAL,-70.640689,-33.445964
,VIDRIO,PLAZA DEL BOMBERO,MIRAFLORES,-70.645338,-33.434538
,VIDRIO,PLAZA GENERAL MITRE,PEDRO MONTT / GENERAL GANA,-70.653676,-33.472673
,VIDRIO,SUPERMERCADO MONTSERRAT VICUÑA MACKENNA,GENERAL MACKENNA 879,-70.650171,-33.433391
,VIDRIO,SUPERMERCADO TOTTUS,EYZAGUIRRE / SAN IGNACIO,-70.655054,-33.453582
,VIDRIO,UNIVERSIDAD BERNARDO OHIGGINS,AV. VIEL 1497,-70.656997,-33.464742
,VIDRIO,VIA PUBLICA,MODEDA / RICARDO CUMMING,-70.667187,-33.443517
,VIDRIO,VIA PUBLICA,SANTIAGUILLO / SAN IGNACIO,-70.654654,-33.461112
,VIDRIO,ZONA DE RECICLAJE (PLAZA HERMANOS MATTE),NATANIEL COX / PLACER,-70.648568,-33.475429
,VIDRIO,ZONA DE RECICLAJE (PLAZA MANUEL RODRIGUEZ),ABDON CIFUENTES / GRAJALES,-70.664996,-33.451559
,VIDRIO,VIA PUBLICA,CUEVAS / SANTA VICTORIA,-70.632498,-33.461338
,VIDRIO,VIA PUBLICA,SANTA VICTORIA / JUAN VICUNA,-70.643113,-33.462958
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER MATUCANA,MATUCANA 1202,-70.680731,-33.431534
,VIDRIO,SUPERMERCADO LIDER HIPER MATUCANA,MATUCANA 1202,-70.680731,-33.431534
,BOTELLA DE PLASTICO PET NUM 1,ZONA DE RECICLAJE (PLAZA MANUEL RODRIGUEZ),GRAJALES,-70.664999,-33.45156
,DIARIO Y PAPEL,TOESCA II,JOSE MIGUEL CARRERA 439,-70.663032,-33.453002
,ENVASE DE TETRA PAK,SUPERMERCADO SAN FRANCISCO TALAGANTE PLAZA,EYZAGUIRRE 715,-70.931346,-33.662761
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER TALAGANTE,LIBERTADOR BERNARDO O`HIGGINS 807,-70.926531,-33.663017
,VIDRIO,ESTACIONAMIENTO JUMBO,PADRE HURTADO / PRESIDENTE KENNEDY,-70.548763,-33.38971
,VIDRIO,SUPERMERCADO LIDER (LOS COBRES DE VITACURA),BUENAVENTURA 1770,-70.568154,-33.386467
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER EXPRESS VITACURA,VITACURA 4100,-70.590691,-33.399553
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER BUENAVENTURA,BUENAVENTURA 1770,-70.568154,-33.386467
,DIARIO Y PAPEL,SUPERMERCADOS JUMBO KENNEDY,PRESIDENTE KENNEDY 9001,-70.545256,-33.38891
,DIARIO Y PAPEL,CASA BELEN,ANTONIO DE PASTRANA 2888,-70.598004,-33.403216
,DIARIO Y PAPEL,COMUN EDIFICIO MANQUEHUE,VITACURA 5560,-70.577788,-33.393796
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO LOS ABETOS,LOS ABETOS NORTE 1236,-70.579559,-33.398607
,DIARIO Y PAPEL,FUNDACION SAN JOSE,ANTONIO DE PASTRANA 2822,-70.597733,-33.403245
,DIARIO Y PAPEL,PARROQUIA INMACULADA CONCEPCION,VITACURA 3729,-70.594396,-33.402455
,DIARIO Y PAPEL,PARROQUIA SAN JUAN DE VITACURA,JACQUES CAZOTTE 5600,-70.581169,-33.390858
,DIARIO Y PAPEL,PUNTO LIMPIO,AMERICO VESPUCIO 3098,-70.601083,-33.390479
,DIARIO Y PAPEL,SUPERMERCADO LIDER HIPER BUENAVENTURA,BUENAVENTURA 1770,-70.568154,-33.386467
,DIARIO Y PAPEL,SUPERMERCADOS LIDER EXPRESS VITACURA,VITACURA 4100,-70.590691,-33.399553
,VIDRIO,SUPERMERCADO JUMBO KENNEDY,PRESIDENTE KENNEDY 9001,-70.545256,-33.38891
,VIDRIO,VIA PUBLICA,BUENAVENTURA / MANQUEHUE NORTE,-70.576246,-33.387313
,VIDRIO,VIA PUBLICA,LUIS CARRERA / MONACO,-70.587313,-33.389953
,VIDRIO,VIA PUBLICA,LUIS CARRERA / VITACURA,-70.578486,-33.394404
,VIDRIO,SUPERMERCADO LIDER EXPRESS VITACURA,VITACURA 4100,-70.590691,-33.399553
,VIDRIO,SUPERMERCADO LIDER HIPER BUENAVENTURA,BUENAVENTURA 1770,-70.568154,-33.386467
,VIDRIO,SUPERMERCADO UNIMARC SANTA MARIA,SANTA MARIA 6940,-70.568856,-33.376942
,VIDRIO,VIA PUBLICA,TEXAS / MONTANA,-70.558897,-33.392064
,ENVASE DE TETRA PAK,SUPERMERCADO JUMBO KENNEDY,PRESIDENTE KENNEDY 9001,-70.545256,-33.38891
,ENVASE DE TETRA PAK,PUNTO LIMPIO,AMERICO VESPUCIO 3098,-70.601083,-33.390479
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER EXPRESS VITACURA,VITACURA 4100,-70.590691,-33.399553
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER BUENAVENTURA,BUENAVENTURA 1770,-70.568154,-33.386467
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL VITACURA,VITACURA 6255,-70.570928,-33.39039
,ENVASE DE TETRA PAK,SUPERMERCADO UNIMARC SANTA MARIA,SANTA MARIA 6940,-70.568856,-33.376942
,ENVASE DE TETRA PAK,SUPERMERCADO UNIMARC VITACURA,EDUARDO MARQUINA 3932,-70.592004,-33.399926
,VIDRIO,CLUB MANQUEHUE,VITACURA 5841,-70.574885,-33.391983
,BOTELLA DE PLASTICO PET NUM 1,PUNTO LIMPIO (CANTAGALLO),LAS CONDES 12000,-70.521087,-33.374245
,DIARIO Y PAPEL,PUNTO LIMPIO (CANTAGALLO),LAS CONDES 12000,-70.521087,-33.374245
,VIDRIO,PUNTO LIMPIO (CANTAGALLO),LAS CONDES 12000,-70.521087,-33.374245
,DIARIO Y PAPEL,PARROQUIA SAN FRANCISCO DE SALES,SANTA MARIA 5600,-70.588363,-33.38127
,VIDRIO,SUPERMERCADO UNIMARC VITACURA,EDUARDO MARQUINA 3932,-70.592006,-33.39992
